Sample ID,PID,Name,Polymer type,Polymer class,CU formula,Formula weight(FW),Characteristics of material,Material type,Additives,Reference,Trade name/ Grade/ Manufacturer,Remarks,[proc] Compression,[proc] Shape of Test Piece,Molecular weight,[proc] Extrusion,[proc] Stretching,[proc] Remarks,State after processing,Morphology,Melt flow rate,Mixing / Blending method,[proc] Quenching,Stereoregularity,[proc]  Melt casting,[proc] Annealing,[poly] Reactant,[poly] Type,[poly] Polymn. remarks,Degree of polymerization,[proc] Foaming,[proc] Injection,[proc] As received,[proc] Aging,[proc] Aging and thermal shock testing,[proc] batch foaming,[poly] Mechanism,[poly] Style,[poly] Solvent,[poly] Initiator,[poly] Reference,[poly] Polymer reaction condition,[poly] Prepolymer name,Crosslink density,[poly] Additives,[poly] Condition,[proc] as processed,[proc] Extrusion&Compression,[proc] Electrospinning,[proc] Solvent casting,[proc] Electrospinning&Compression,[poly] Catalyst,[poly] Terminator,[poly] Post-treatment,Type of crystal,Other 1st structure info,Crystallinity,log10(thermal_con),thermal_con,[thermal_con] method,[thermal_con] condition,[thermal_con] temp,[thermal_con] remarks,thickness_raw,thickness,log10(thickness)
29169-6-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic,Flame-retardant",Composite,Multi-walled carbon nanotube (MWNT);wt%;20,"Kashiwagi, Takashi; Grulke, Eric; Hilding, Jenny; Groth, Katrina; Harris, Richard; Butler, Kathryn; Shields, John; Kharchenko, Semen; Douglas, Jack , Polymer , 45 , 12 , 4227-4239 (2004)",,"(PP) 6331;Montell Polyolefins, (MWNT) prepared from xylene as carbon source at ca.675C using ferrocene as catalyst","190C, 6 metric ton",Disk,,,,"d=75mm, t=8mm",,,,"Mixed in Haake PolyLab shear mixer at 180C, 20rpm for 30min",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3372421683184259,0.4599999999999999,Thermoflixer (line-source method),ca 165 [C],165.0,Taken from the Fig.9,"d=75mm, t=8mm",0.008,-2.0969100130080562
29468-5-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,crosslinked,Composite,carbon black;wt.%;12," Polymer Physics , 42 , 7 , 1226-1234 (2004)",,"Foamed sample was a crosslinked, closed-cell polyolefin foam manufactured by a high-pressure nitrogen gas-solution process and provided by Z-Foams Plc.(Croydon, United Kingdom)",,Foam,,,,"Density 52.3kg&slash;m3, mean cell diameter 910micron, thickness 1.04cm",,,,,,,,,,,,,,,Shape of Test Piece,,,,,,,,,,,,,,,,,,,,,,,,,-1.3840499483435988,0.0413,Using a rapid K heat-flow meter from Holometrix,"24 [C] , Under steady-state condition, The time lapse between readings was 20min, Temperature difference between plates of 30K",24.0,Sample size 30cm*30cm*11mm,"Density 52.3kg&slash;m3, mean cell diameter 910micron, thickness 1.04cm",0.0104,-1.9829666607012197
29468-7-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,crosslinked,Composite,carbon black;wt.%;2," Polymer Physics , 42 , 7 , 1226-1234 (2004)",,"Foamed sample was a crosslinked, closed-cell polyolefin foam manufactured by a high-pressure nitrogen gas-solution process and provided by Z-Foams Plc.(Croydon, United Kingdom)",,Foam,,,,"Density 69.5kg&slash;m3, mean cell diameter 528micron, thickness 1.10cm",,,,,,,,,,,,,,,Shape of Test Piece,,,,,,,,,,,,,,,,,,,,,,,,,-1.341035157335565,0.0456,Using a rapid K heat-flow meter from Holometrix,"24 [C] , Under steady-state condition, The time lapse between readings was 20min, Temperature difference between plates of 30K",24.0,Sample size 30cm*30cm*11mm,"Density 69.5kg&slash;m3, mean cell diameter 528micron, thickness 1.10cm",0.011,-1.958607314841775
29468-9-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,crosslinked,Composite,carbon black;wt.%;2," Polymer Physics , 42 , 7 , 1226-1234 (2004)",,"Foamed sample was a crosslinked, closed-cell polyolefin foam manufactured by a high-pressure nitrogen gas-solution process and provided by Z-Foams Plc.(Croydon, United Kingdom)",,Foam,,,,"Density 23.7kg&slash;m3, mean cell diameter 956micron, thickness 1.02cm",,,,,,,,,,,,,,,Shape of Test Piece,,,,,,,,,,,,,,,,,,,,,,,,,-1.3840499483435988,0.0413,Using a rapid K heat-flow meter from Holometrix,"24 [C] , Under steady-state condition, The time lapse between readings was 20min, Temperature difference between plates of 30K",24.0,Sample size 30cm*30cm*11mm,"Density 23.7kg&slash;m3, mean cell diameter 956micron, thickness 1.02cm",0.0102,-1.9913998282380825
29468-11-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,crosslinked,Composite,carbon black;wt.%;2," Polymer Physics , 42 , 7 , 1226-1234 (2004)",,"Foamed sample was a crosslinked, closed-cell polyolefin foam manufactured by a high-pressure nitrogen gas-solution process and provided by Z-Foams Plc.(Croydon, United Kingdom)",,Foam,,,,"Density 32.5kg&slash;m3, mean cell diameter 337micron, thickness 1.10cm",,,,,,,,,,,,,,,Shape of Test Piece,,,,,,,,,,,,,,,,,,,,,,,,,-1.438898616350944,0.0364,Using a rapid K heat-flow meter from Holometrix,"24 [C] , Under steady-state condition, The time lapse between readings was 20min, Temperature difference between plates of 30K",24.0,Sample size 30cm*30cm*11mm,"Density 32.5kg&slash;m3, mean cell diameter 337micron, thickness 1.10cm",0.011,-1.958607314841775
29468-12-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,crosslinked,Composite,carbon black;wt.%;2," Polymer Physics , 42 , 7 , 1226-1234 (2004)",,"Foamed sample was a crosslinked, closed-cell polyolefin foam manufactured by a high-pressure nitrogen gas-solution process and provided by Z-Foams Plc.(Croydon, United Kingdom)",,Foam,,,,"Density 910kg&slash;m3, thickness 0.93cm",,,,,,,,,,,,,,,Shape of Test Piece,,,,,,,,,,,,,,,,,,,,,,,,,-0.6695862266508091,0.214,Using a rapid K heat-flow meter from Holometrix,"24 [C] , Under steady-state condition, The time lapse between readings was 20min, Temperature difference between plates of 30K",24.0,Sample size 30cm*30cm*11mm,"Density 910kg&slash;m3, thickness 0.93cm",0.0093,-2.0315170514460648
29468-13-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,crosslinked,Composite,carbon black;wt.%;2," Polymer Physics , 42 , 7 , 1226-1234 (2004)",,"Foamed sample was a crosslinked, closed-cell polyolefin foam manufactured by a high-pressure nitrogen gas-solution process and provided by Z-Foams Plc.(Croydon, United Kingdom)",,Foam,,,,"Density 910kg&slash;m3, thickness 1.03cm",,,,,,,,,,,,,,,Shape of Test Piece,,,,,,,,,,,,,,,,,,,,,,,,,-0.6695862266508091,0.214,Using a rapid K heat-flow meter from Holometrix,"24 [C] , Under steady-state condition, The time lapse between readings was 20min, Temperature difference between plates of 30K",24.0,Sample size 30cm*30cm*11mm,"Density 910kg&slash;m3, thickness 1.03cm",0.0103,-1.9871627752948278
29693-2-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic,Crystal",Composite,Al powder (A1);vol%;20," Polymer Physics , 42 , 4 , 722-732 (2004)",,"[PP] 7060;Finapro, pellet form, [Al powder (A1)] slightly oxidized Al particle, mean diameter=8micron, d.=2.7g/cm3","195C, 5min, 200bar",Plate,,,,"t=3mm, (D.) 45*45*3mm, (Thermal cond. and diffusivity) 100*100*3mm","Crystal57.4[%](DSC,Taken heat of fusion of 100% cryst. PP 170J/g)",Al particle randomly dispersed and surrounded by PP matrix (Al particle not perfectly spherical);SEM,,"PP pellet mixed with Al powder in Haake Rheomix mixer at 180C, 25rpm for 700s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4045037781744258,0.394,Exptl. setup with thermoelectric cooling device,,,(Thermal diffusivity) taken from the Fig.6,"t=3mm, (D.) 45*45*3mm, (Thermal cond. and diffusivity) 100*100*3mm",0.003,-2.5228787452803374
29693-3-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic,Crystal",Composite,Al powder (A1);vol%;40," Polymer Physics , 42 , 4 , 722-732 (2004)",,"[PP] 7060;Finapro, pellet form, [Al powder (A1)] slightly oxidized Al particle, mean diameter=8micron, d.=2.7g/cm3","195C, 5min, 200bar",Plate,,,,"t=3mm, (D.) 45*45*3mm, (Thermal cond. and diffusivity) 100*100*3mm","Crystal58.8[%](DSC,Taken heat of fusion of 100% cryst. PP 170J/g)",Al particle randomly dispersed and surrounded by PP matrix (Al particle not perfectly spherical);SEM,,"PP pellet mixed with Al powder in Haake Rheomix mixer at 180C, 25rpm for 700s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0087739243075051,0.98,Exptl. setup with thermoelectric cooling device,,,(Thermal diffusivity) taken from the Fig.6,"t=3mm, (D.) 45*45*3mm, (Thermal cond. and diffusivity) 100*100*3mm",0.003,-2.5228787452803374
29693-4-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic,Crystal",Composite,Al powder (A1);vol%;60," Polymer Physics , 42 , 4 , 722-732 (2004)",,"[PP] 7060;Finapro, pellet form, [Al powder (A1)] slightly oxidized Al particle, mean diameter=8micron, d.=2.7g/cm3","195C, 5min, 200bar",Plate,,,,"t=3mm, (D.) 45*45*3mm, (Thermal cond. and diffusivity) 100*100*3mm","Crystal63.5[%](DSC,Taken heat of fusion of 100% cryst. PP 170J/g)",Al particle randomly dispersed and surrounded by PP matrix (Al particle not perfectly spherical);SEM,,"PP pellet mixed with Al powder in Haake Rheomix mixer at 180C, 25rpm for 700s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4276483711869326,2.677,Exptl. setup with thermoelectric cooling device,,,(Thermal diffusivity) taken from the Fig.6,"t=3mm, (D.) 45*45*3mm, (Thermal cond. and diffusivity) 100*100*3mm",0.003,-2.5228787452803374
29693-5-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic,Crystal",Composite,Al powder (A2);vol%;20," Polymer Physics , 42 , 4 , 722-732 (2004)",,"[PP] 7060;Finapro, pellet form, [Al powder (A2)] slightly oxidized Al particle, mean diameter=44micron, d.=2.7g/cm3","195C, 5min, 200bar",Plate,,,,"t=3mm, (D.) 45*45*3mm, (Thermal cond. and diffusivity) 100*100*3mm","Crystal61.4[%](DSC,Taken heat of fusion of 100% cryst. PP 170J/g)",Al particle randomly dispersed and surrounded by PP matrix (Al particle not perfectly spherical);SEM,,"PP pellet mixed with Al powder in Haake Rheomix mixer at 180C, 25rpm for 700s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2881927709588089,0.515,Exptl. setup with thermoelectric cooling device,,,(Thermal diffusivity) taken from the Fig.6,"t=3mm, (D.) 45*45*3mm, (Thermal cond. and diffusivity) 100*100*3mm",0.003,-2.5228787452803374
29693-6-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic,Crystal",Composite,Al powder (A2);vol%;40," Polymer Physics , 42 , 4 , 722-732 (2004)",,"[PP] 7060;Finapro, pellet form, [Al powder (A2)] slightly oxidized Al particle, mean diameter=44micron, d.=2.7g/cm3","195C, 5min, 200bar",Plate,,,,"t=3mm, (D.) 45*45*3mm, (Thermal cond. and diffusivity) 100*100*3mm","Crystal62[%](DSC,Taken heat of fusion of 100% cryst. PP 170J/g)",Al particle randomly dispersed and surrounded by PP matrix (Al particle not perfectly spherical);SEM,,"PP pellet mixed with Al powder in Haake Rheomix mixer at 180C, 25rpm for 700s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1986570869544226,1.58,Exptl. setup with thermoelectric cooling device,,,(Thermal diffusivity) taken from the Fig.6,"t=3mm, (D.) 45*45*3mm, (Thermal cond. and diffusivity) 100*100*3mm",0.003,-2.5228787452803374
29693-7-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic,Crystal",Composite,Al powder (A2);vol%;60," Polymer Physics , 42 , 4 , 722-732 (2004)",,"[PP] 7060;Finapro, pellet form, [Al powder (A2)] slightly oxidized Al particle, mean diameter=44micron, d.=2.7g/cm3","195C, 5min, 200bar",Plate,,,,"t=3mm, (D.) 45*45*3mm, (Thermal cond. and diffusivity) 100*100*3mm","Crystal63.7[%](DSC,Taken heat of fusion of 100% cryst. PP 170J/g)",Al particle randomly dispersed and surrounded by PP matrix (Al particle not perfectly spherical);SEM,,"PP pellet mixed with Al powder in Haake Rheomix mixer at 180C, 25rpm for 700s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6255182289716377,4.222,Exptl. setup with thermoelectric cooling device,,,(Thermal diffusivity) taken from the Fig.6,"t=3mm, (D.) 45*45*3mm, (Thermal cond. and diffusivity) 100*100*3mm",0.003,-2.5228787452803374
33675-2-1-1,P020001,polystyrene,Homopolymer,"Polystyrenes, Polyvinyls",C8H8,104.15,"linear,Thermoplastic",Composite,Al2O3;wt%;10,"Dong, Hai; Fan, Lianhua; Wong, C. P. , Proceedings - Electronic Components & Technology Conference , 55th , Vol. 2 , 1451-1454 (2005)",,"(PS) obtained from Aldrich, Mn=140000, Mw=230000, (Al2O3) obtained from Aldrich, av. particle size <10micron",Shape of Test Piece,Plate,,,,10*10*1mm,,,,Mixed via blender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7471469690201068,0.179,Laser flash,"35 [C] , Xenon flash lamp",35.0,,10*10*1mm,0.001,-3.0
33675-2-1-2,P020001,polystyrene,Homopolymer,"Polystyrenes, Polyvinyls",C8H8,104.15,"linear,Thermoplastic",Composite,Al2O3;wt%;10,"Dong, Hai; Fan, Lianhua; Wong, C. P. , Proceedings - Electronic Components & Technology Conference , 55th , Vol. 2 , 1451-1454 (2005)",,"(PS) obtained from Aldrich, Mn=140000, Mw=230000, (Al2O3) obtained from Aldrich, av. particle size <10micron",Aging,Plate,,,,10*10*1mm,,,,Mixed via blender,,,,,,,,,,,,Exposed to the condition of 85C/85%RH for 1000h,,,,,,,,,,,,,,,,,,,,,,,,-0.7471469690201068,0.179,Laser flash,"35 [C] , Xenon flash lamp",35.0,,10*10*1mm,0.001,-3.0
33675-2-1-3,P020001,polystyrene,Homopolymer,"Polystyrenes, Polyvinyls",C8H8,104.15,"linear,Thermoplastic",Composite,Al2O3;wt%;10,"Dong, Hai; Fan, Lianhua; Wong, C. P. , Proceedings - Electronic Components & Technology Conference , 55th , Vol. 2 , 1451-1454 (2005)",,"(PS) obtained from Aldrich, Mn=140000, Mw=230000, (Al2O3) obtained from Aldrich, av. particle size <10micron",Aging and thermal shock testing,Plate,,,,10*10*1mm,,,,Mixed via blender,,,,,,,,,,,,,Exposed to the condition of 85C/85%RH for 1000h and the thermal shock testing for 500cycles in -50C*15min and 80C*15min,,,,,,,,,,,,,,,,,,,,,,,-0.744727494896694,0.18,Laser flash,"35 [C] , Xenon flash lamp",35.0,,10*10*1mm,0.001,-3.0
33675-3-1-1,P020001,polystyrene,Homopolymer,"Polystyrenes, Polyvinyls",C8H8,104.15,"linear,Thermoplastic",Composite,Al2O3 with silane treatment;wt%;10,"Dong, Hai; Fan, Lianhua; Wong, C. P. , Proceedings - Electronic Components & Technology Conference , 55th , Vol. 2 , 1451-1454 (2005)",,"[PS] obtained from Aldrich, Mn=140000, Mw=230000, [Al2O3 with silane treatment] Al2O3 (Aldrich, av. particle size <10micron) treated with 1wt% of gamma-glycidoxypropyltrimethoxy silane (GPS) in EtOH",Shape of Test Piece,Plate,,,,10*10*1mm,,,,Mixed via blender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.721246399047171,0.19,Laser flash,"35 [C] , Xenon flash lamp",35.0,,10*10*1mm,0.001,-3.0
33675-3-1-2,P020001,polystyrene,Homopolymer,"Polystyrenes, Polyvinyls",C8H8,104.15,"linear,Thermoplastic",Composite,Al2O3 with silane treatment;wt%;10,"Dong, Hai; Fan, Lianhua; Wong, C. P. , Proceedings - Electronic Components & Technology Conference , 55th , Vol. 2 , 1451-1454 (2005)",,"[PS] obtained from Aldrich, Mn=140000, Mw=230000, [Al2O3 with silane treatment] Al2O3 (Aldrich, av. particle size <10micron) treated with 1wt% of gamma-glycidoxypropyltrimethoxy silane (GPS) in EtOH",Aging,Plate,,,,10*10*1mm,,,,Mixed via blender,,,,,,,,,,,,Exposed to the condition of 85C/85%RH for 1000h,,,,,,,,,,,,,,,,,,,,,,,,-0.721246399047171,0.19,Laser flash,"35 [C] , Xenon flash lamp",35.0,,10*10*1mm,0.001,-3.0
33675-3-1-3,P020001,polystyrene,Homopolymer,"Polystyrenes, Polyvinyls",C8H8,104.15,"linear,Thermoplastic",Composite,Al2O3 with silane treatment;wt%;10,"Dong, Hai; Fan, Lianhua; Wong, C. P. , Proceedings - Electronic Components & Technology Conference , 55th , Vol. 2 , 1451-1454 (2005)",,"[PS] obtained from Aldrich, Mn=140000, Mw=230000, [Al2O3 with silane treatment] Al2O3 (Aldrich, av. particle size <10micron) treated with 1wt% of gamma-glycidoxypropyltrimethoxy silane (GPS) in EtOH",Aging and thermal shock testing,Plate,,,,10*10*1mm,,,,Mixed via blender,,,,,,,,,,,,,Exposed to the condition of 85C/85%RH for 1000h and the thermal shock testing for 500cycles in -50C*15min and 80C*15min,,,,,,,,,,,,,,,,,,,,,,,-0.721246399047171,0.19,Laser flash,"35 [C] , Xenon flash lamp",35.0,,10*10*1mm,0.001,-3.0
33692-1-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic,Crystal",Composite,Multiwalled carbon nanotube(CNT);wt%;0.1,"Kim, S. W.; Kim, J. K.; Lee, S. H.; Park, S. J.; Kang, K. H. , International Journal of Thermophysics , 27 , 1 , 152-160 (2006)",,"(CNT)d = 15-30nm, l = 10-50 micro meter",Compressed at 210C for 10min under 8MPa,Sheet,,,,t = 0.5mm,,,,PP melt-blended with CNT at 190C for 10min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0222763947111522,0.095,3 omega method,ca 290 [K],17.0,Taken from the Fig.1,t = 0.5mm,0.0005,-3.3010299956639813
33692-2-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic,Crystal",Composite,Multiwalled carbon nanotube(CNT);wt%;0.5,"Kim, S. W.; Kim, J. K.; Lee, S. H.; Park, S. J.; Kang, K. H. , International Journal of Thermophysics , 27 , 1 , 152-160 (2006)",,"(CNT)d = 15-30nm, l = 10-50 micro meter",Compressed at 210C for 10min under 8MPa,Sheet,,,,t = 0.5mm,,,,PP melt-blended with CNT at 190C for 10min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.638272163982407,0.23,3 omega method,ca 290 [K],17.0,Taken from the Fig.1,t = 0.5mm,0.0005,-3.3010299956639813
33692-3-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic,Crystal",Composite,Multiwalled carbon nanotube(CNT);wt%;2.0,"Kim, S. W.; Kim, J. K.; Lee, S. H.; Park, S. J.; Kang, K. H. , International Journal of Thermophysics , 27 , 1 , 152-160 (2006)",,"(CNT)d = 15-30nm, l = 10-50 micro meter",Compressed at 210C for 10min under 8MPa,Sheet,,,,t = 0.5mm,,,,PP melt-blended with CNT at 190C for 10min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.619788758288394,0.24,3 omega method,ca 290 [K],17.0,Taken from the Fig.1,t = 0.5mm,0.0005,-3.3010299956639813
33692-4-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic,Crystal",Composite,HNO3-treated multiwalled carbon nanotube(A-CNT);wt%;0.1,"Kim, S. W.; Kim, J. K.; Lee, S. H.; Park, S. J.; Kang, K. H. , International Journal of Thermophysics , 27 , 1 , 152-160 (2006)",,"(A-CNT) CNT surface treated with 10 wt% HNO3 soln. at RT for 1h, d = 15-30nm, l = 10-50 micro meter",Compressed at 210C for 10min under 8MPa,Sheet,,,,t = 0.5mm,,,,PP melt-blended with A-CNT at 190C for 10min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.154901959985743,0.07,3 omega method,ca 290 [K],17.0,Taken from the Fig.1,t = 0.5mm,0.0005,-3.3010299956639813
33692-5-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic,Crystal",Composite,HNO3-treated multiwalled carbon nanotube(A-CNT);wt%;0.5,"Kim, S. W.; Kim, J. K.; Lee, S. H.; Park, S. J.; Kang, K. H. , International Journal of Thermophysics , 27 , 1 , 152-160 (2006)",,"(A-CNT) CNT surface treated with 10 wt% HNO3 soln. at RT for 1h, d = 15-30nm, l = 10-50 micro meter",Compressed at 210C for 10min under 8MPa,Sheet,,,,t = 0.5mm,,,,PP melt-blended with A-CNT at 190C for 10min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3279021420642826,0.47,3 omega method,ca 290 [K],17.0,Taken from the Fig.1,t = 0.5mm,0.0005,-3.3010299956639813
33692-6-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic,Crystal",Composite,HNO3-treated multiwalled carbon nanotube(A-CNT);wt%;2.0,"Kim, S. W.; Kim, J. K.; Lee, S. H.; Park, S. J.; Kang, K. H. , International Journal of Thermophysics , 27 , 1 , 152-160 (2006)",,"(A-CNT) CNT surface treated with 10 wt% HNO3 soln. at RT for 1h, d = 15-30nm, l = 10-50 micro meter",Compressed at 210C for 10min under 8MPa,Sheet,,,,t = 0.5mm,,,,PP melt-blended with A-CNT at 190C for 10min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2924298239020636,0.51,3 omega method,ca 290 [K],17.0,Taken from the Fig.1,t = 0.5mm,0.0005,-3.3010299956639813
33692-7-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic,Crystal",Composite,KOH-treated multiwalled carbon nanotube(B-CNT);wt%;0.1,"Kim, S. W.; Kim, J. K.; Lee, S. H.; Park, S. J.; Kang, K. H. , International Journal of Thermophysics , 27 , 1 , 152-160 (2006)",,"(B-CNT) CNT surface treated with 10 wt% KOH soln. at RT for 1h, d = 15-30nm, l = 10-50 micro meter",Compressed at 210C for 10min under 8MPa,Sheet,,,,t = 0.5mm,,,,PP melt-blended with B-CNT at 190C for 10min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9208187539523752,0.12,3 omega method,ca 290 [K],17.0,Taken from the Fig.1,t = 0.5mm,0.0005,-3.3010299956639813
33692-8-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic,Crystal",Composite,KOH-treated multiwalled carbon nanotube(B-CNT);wt%;0.5,"Kim, S. W.; Kim, J. K.; Lee, S. H.; Park, S. J.; Kang, K. H. , International Journal of Thermophysics , 27 , 1 , 152-160 (2006)",,"(B-CNT) CNT surface treated with 10 wt% KOH soln. at RT for 1h, d = 15-30nm, l = 10-50 micro meter",Compressed at 210C for 10min under 8MPa,Sheet,,,,t = 0.5mm,,,,PP melt-blended with B-CNT at 190C for 10min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.721246399047171,0.19,3 omega method,ca 290 [K],17.0,Taken from the Fig.1,t = 0.5mm,0.0005,-3.3010299956639813
33692-9-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,"linear,Thermoplastic,Crystal",Composite,KOH-treated multiwalled carbon nanotube(B-CNT);wt%;2.0,"Kim, S. W.; Kim, J. K.; Lee, S. H.; Park, S. J.; Kang, K. H. , International Journal of Thermophysics , 27 , 1 , 152-160 (2006)",,"(B-CNT) CNT surface treated with 10 wt% KOH soln. at RT for 1h, d = 15-30nm, l = 10-50 micro meter",Compressed at 210C for 10min under 8MPa,Sheet,,,,t = 0.5mm,,,,PP melt-blended with B-CNT at 190C for 10min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3979400086720376,0.4,3 omega method,ca 290 [K],17.0,Taken from the Fig.1,t = 0.5mm,0.0005,-3.3010299956639813
34485-8-1-1,P100004,poly(hexano-6-lactam),Homopolymer,Polyamides/thioamides,C6H11NO,113.16,"linear,Thermoplastic,Crystal",Composite,Exfoliated graphite;vol%;5,"Fukashima, Hiroyuki; Drzal, Lawrence T.; Rook, Brian P.; Rich, Michael J. , Proceedings of the NATAS Annual Conference on Thermal Analysis and Applications , 33rd , 1-7 (2005)",,"(Exfoliated graphite, GnP-15) l  = 15 micro meter, t = 5-10nm, aspect ratio = ca. 1500, obtained from GrafTech",,Disk,,,,"d = 6mm, t = 1mm",,,,Mixed in extruder for 3min at screw speed 200rpm,,,,,,,,,,Molded at 100 psi,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1249387366082999,0.75,Halogen flash,,,Taken from the Fig.4,"d = 6mm, t = 1mm",0.001,-3.0
34485-9-1-1,P100004,poly(hexano-6-lactam),Homopolymer,Polyamides/thioamides,C6H11NO,113.16,"linear,Thermoplastic,Crystal",Composite,Exfoliated graphite;vol%;10,"Fukashima, Hiroyuki; Drzal, Lawrence T.; Rook, Brian P.; Rich, Michael J. , Proceedings of the NATAS Annual Conference on Thermal Analysis and Applications , 33rd , 1-7 (2005)",,"(Exfoliated graphite, GnP-15) l  = 15 micro meter, t = 5-10nm, aspect ratio = ca. 1500, obtained from GrafTech",,Disk,,,,"d = 6mm, t = 1mm",,,,Mixed in extruder for 3min at screw speed 200rpm,,,,,,,,,,Molded at 100 psi,,,,,,,,,,,,,,,,,,,,,,,,,,0.2041199826559248,1.6,Halogen flash,,,Taken from the Fig.4,"d = 6mm, t = 1mm",0.001,-3.0
34485-10-1-1,P100004,poly(hexano-6-lactam),Homopolymer,Polyamides/thioamides,C6H11NO,113.16,"linear,Thermoplastic,Crystal",Composite,Exfoliated graphite;vol%;15,"Fukashima, Hiroyuki; Drzal, Lawrence T.; Rook, Brian P.; Rich, Michael J. , Proceedings of the NATAS Annual Conference on Thermal Analysis and Applications , 33rd , 1-7 (2005)",,"(Exfoliated graphite, GnP-15) l  = 15 micro meter, t = 5-10nm, aspect ratio = ca. 1500, obtained from GrafTech",,Disk,,,,"d = 6mm, t = 1mm",,,,Mixed in extruder for 3min at screw speed 200rpm,,,,,,,,,,Molded at 100 psi,,,,,,,,,,,,,,,,,,,,,,,,,,0.4393326938302626,2.75,Halogen flash,,,Taken from the Fig.4,"d = 6mm, t = 1mm",0.001,-3.0
