Sample ID,PID,Name,Polymer type,Polymer class,CU formula,Formula weight(FW),Trade name/ Grade/ Manufacturer,Characteristics of material,Material type,Additives,[proc] Compression,[proc] Shape of Test Piece,[proc] Remarks,Reference,Sequence info,Remarks,Mixing / Blending method,State after processing,Molecular weight,Stereoregularity,[proc] Quenching,Melt flow rate,[proc] Extrusion,[proc] Solvent casting,[poly] Reactant,[poly] Type,[poly] Style,[proc] Aging,[proc] Injection,[poly] Mechanism,[poly] Initiator,[poly] Additives,[poly] Condition,[poly] Post-treatment,[poly] Polymn. remarks,[proc] Heating-cooling cycle,[poly] Solvent,[poly] Reference,[proc] Spinning,[proc] Solvent casting & Compression,[proc] Solvent casting&Reaction molding,Morphology,Type of crystal,[proc] Heat-treatment,[proc] Stretching,[proc] Quenching&Annealing,[proc] Annealing,[proc] Annealing&Cooling,[proc] Electrospinning,[proc] Solvent casting&Compression,[proc] Annealing&single shear deformation,[proc] Annealing&double shear deformation,[proc] Gelation/crystn. from dil. soln.,Crystallinity,[proc] Annealing&Shear deformation,[proc] Dip coating,Other 1st structure info,[poly] Catalyst,[poly] Terminator,[proc] Microinjection-compression,[proc] Microinjection,[proc] as processed,[proc] Spin coating,[proc] Coating,[poly] Prepolymer name,[poly] Polymer reaction condition,[proc] Soln. blow spinning,Doping agent,Branch/crosslink info,[proc] Crystallization,[proc] Bulk foaming,[proc] Sulfonation,[proc] spin coating,[proc] sintering,[proc] Thermal treatment,Method,Condition,Related Info.,elecon,log10(elecon),[elecon] condition,[elecon] remarks,[elecon] method,[elecon] temp,thickness_raw,thickness,log10(thickness)
37949-11-1-1,P020001,polystyrene,Homopolymer,"Polystyrenes, Polyvinyls",C8H8,104.15,,"linear,Thermoplastic,Electroconductive",Composite,single-wall carbon nanotube(SWNT);wt%;2.0,Shape of Test Piece,Sheet,t=0.5mm,"Chang, T.-E.; Kisliuk, A.; Rhodes, S. M.; Brittain, W. J.; Sokolov, A. P. , Polymer , 47 , 22 , 7740-7746 (2006)",,"[PS]Mw=ca,280000, obtained from Scientific Polymer Products Inc., [single-wall carbon nanotube(SWNT)]included ca.35wt% residual catalysts(Ni, Y) and 20-30wt% amorphous carbons, obtained from CarboLex Inc.","SWNT/o-dichlorobenzene(DCB) solution and PS/DCB solution mixed, ultrasonicated, then solvent removed and dried",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e-08,-7.698970004336019,23 [C],"RT, dc conductivity, extrapolated to zero frequency, taken from the Fig.5",dielectric measurement,23.0,t=0.5mm,0.0005,-3.3010299956639813
37979-2-1-1,P070013,poly(ethylene oxide),Homopolymer,Polyoxides/ethers/acetals,C2H4O,44.05,,"linear,Crystal",Composite,Pristine carbon nanotube (raw CNT);wt%;1.0,,,,"Song, Young S. , Polymer Engineering and Science , 46 , 10 , 1350-1357 (2006)",,"[PEO] MW 1.0E(5), Tm 65C, obtained from Aldrich, [raw CNT] pristine multi-walled carbon nanotube, CNT synthesized by chemical vapor deposition process, diam. = 13nm, length = 10 micro meter","PEO and water added into the dispersion of CNT in EtOH, then mixed at 100C for 1h, subsequently vacuum dried",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,-3.5228787452803374,,Taken from the Fig.8,van der Pauw's four-probe method,,,,
37979-3-1-1,P070013,poly(ethylene oxide),Homopolymer,Polyoxides/ethers/acetals,C2H4O,44.05,,"linear,Crystal",Composite,Acid treated carbon nanotube (acid CNT);wt%;1.0,,,,"Song, Young S. , Polymer Engineering and Science , 46 , 10 , 1350-1357 (2006)",,"[PEO] MW 1.0E(5), Tm 65C, obtained from Aldrich, [acid CNT] multi-walled carbon nanotube treated with warm dilute HNO3/H2SO4 mixture, CNT synthesized by chemical vapor deposition process, diam. = 13nm, length = 10 micro meter","PEO and water added into the dispersion of CNT in EtOH, then mixed at 100C for 1h, subsequently vacuum dried",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007,-3.154901959985743,,Taken from the Fig.8,van der Pauw's four-probe method,,,,
37979-4-1-1,P070013,poly(ethylene oxide),Homopolymer,Polyoxides/ethers/acetals,C2H4O,44.05,,"linear,Crystal",Composite,Amine treated carbon nanotube (amine CNT);wt%;1.0,,,,"Song, Young S. , Polymer Engineering and Science , 46 , 10 , 1350-1357 (2006)",,"[PEO] MW 1.0E(5), Tm 65C, obtained from Aldrich, [amine CNT] multi-walled carbon nanotube treated with octadecylamine, CNT synthesized by chemical vapor deposition process, diam. = 13nm, length = 10 micro meter","PEO and water added into the dispersion of CNT in EtOH, then mixed at 100C for 1h, subsequently vacuum dried",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e-05,-4.301029995663981,,Taken from the Fig.8,van der Pauw's four-probe method,,,,
38135-1-1-1,P150011,poly(bisphenol A carbonate),Homopolymer,Polycarbonates/thiocarbonates,C16H14O3,254.28,,"linear,Thermoplastic",Composite,carbon nanotube(CNT);wt%;1.8,,bar,molded into ASTM D638 standard tensile bar,"Chandra, Alexander; Kramschuster, Adam J.; Hu, Xiaodong; Turng, Lih-Sheng , Annual Technical Conference - Society of Plastics Engineers , 65th , 2171-2175 (2007)",,"[polycarbonate(PC)]Lexan from GE, [carbon nanotube(CNT)]supplied by Carbon Nanotechnologies, Inc.","[masterbatch method]9.1wt% masterbatch obtained by mixing in CHCl3, removing solvent, drying and finally grinding into powder, then masterbatch and PC extruded via 32mm(L/D=36/1) co-rotating twin screw extruder",,,,,,,,,,,,"injection molded at temperature 225-265C and injection speed 5cm3/s[low temperature, low injection speed(LT/LI)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84e-06,-5.4156687756324695,along the flow direction of the tensile bar,,resistance measurement,,molded into ASTM D638 standard tensile bar,,
38135-1-1-2,P150011,poly(bisphenol A carbonate),Homopolymer,Polycarbonates/thiocarbonates,C16H14O3,254.28,,"linear,Thermoplastic",Composite,carbon nanotube(CNT);wt%;1.8,,bar,molded into ASTM D638 standard tensile bar,"Chandra, Alexander; Kramschuster, Adam J.; Hu, Xiaodong; Turng, Lih-Sheng , Annual Technical Conference - Society of Plastics Engineers , 65th , 2171-2175 (2007)",,"[polycarbonate(PC)]Lexan from GE, [carbon nanotube(CNT)]supplied by Carbon Nanotechnologies, Inc.","[masterbatch method]9.1wt% masterbatch obtained by mixing in CHCl3, removing solvent, drying and finally grinding into powder, then masterbatch and PC extruded via 32mm(L/D=36/1) co-rotating twin screw extruder",,,,,,,,,,,,"injection molded at temperature 225-265C and injection speed 9cm3/s[low temperature, low injection speed(LT/HI)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.88e-06,-5.230622673923862,along the flow direction of the tensile bar,,resistance measurement,,molded into ASTM D638 standard tensile bar,,
38135-1-1-3,P150011,poly(bisphenol A carbonate),Homopolymer,Polycarbonates/thiocarbonates,C16H14O3,254.28,,"linear,Thermoplastic",Composite,carbon nanotube(CNT);wt%;1.8,,bar,molded into ASTM D638 standard tensile bar,"Chandra, Alexander; Kramschuster, Adam J.; Hu, Xiaodong; Turng, Lih-Sheng , Annual Technical Conference - Society of Plastics Engineers , 65th , 2171-2175 (2007)",,"[polycarbonate(PC)]Lexan from GE, [carbon nanotube(CNT)]supplied by Carbon Nanotechnologies, Inc.","[masterbatch method]9.1wt% masterbatch obtained by mixing in CHCl3, removing solvent, drying and finally grinding into powder, then masterbatch and PC extruded via 32mm(L/D=36/1) co-rotating twin screw extruder",,,,,,,,,,,,injection molded at temperature 240-280C and injection speed 7cm3/s[control],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9e-05,-4.721246399047171,,,resistance measurement,,molded into ASTM D638 standard tensile bar,,
38135-1-1-4,P150011,poly(bisphenol A carbonate),Homopolymer,Polycarbonates/thiocarbonates,C16H14O3,254.28,,"linear,Thermoplastic",Composite,carbon nanotube(CNT);wt%;1.8,,bar,molded into ASTM D638 standard tensile bar,"Chandra, Alexander; Kramschuster, Adam J.; Hu, Xiaodong; Turng, Lih-Sheng , Annual Technical Conference - Society of Plastics Engineers , 65th , 2171-2175 (2007)",,"[polycarbonate(PC)]Lexan from GE, [carbon nanotube(CNT)]supplied by Carbon Nanotechnologies, Inc.","[masterbatch method]9.1wt% masterbatch obtained by mixing in CHCl3, removing solvent, drying and finally grinding into powder, then masterbatch and PC extruded via 32mm(L/D=36/1) co-rotating twin screw extruder",,,,,,,,,,,,"injection molded at temperature 255-295C and injection speed 5cm3/s[high temperature, low injection speed(HT/LI)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01e-05,-4.696803942579511,along the flow direction of the tensile bar,,resistance measurement,,molded into ASTM D638 standard tensile bar,,
38135-1-1-5,P150011,poly(bisphenol A carbonate),Homopolymer,Polycarbonates/thiocarbonates,C16H14O3,254.28,,"linear,Thermoplastic",Composite,carbon nanotube(CNT);wt%;1.8,,bar,molded into ASTM D638 standard tensile bar,"Chandra, Alexander; Kramschuster, Adam J.; Hu, Xiaodong; Turng, Lih-Sheng , Annual Technical Conference - Society of Plastics Engineers , 65th , 2171-2175 (2007)",,"[polycarbonate(PC)]Lexan from GE, [carbon nanotube(CNT)]supplied by Carbon Nanotechnologies, Inc.","[masterbatch method]9.1wt% masterbatch obtained by mixing in CHCl3, removing solvent, drying and finally grinding into powder, then masterbatch and PC extruded via 32mm(L/D=36/1) co-rotating twin screw extruder",,,,,,,,,,,,"injection molded at temperature 255-295C and injection speed 9cm3/s[high temperature, high injection speed(HT/HI)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81e-05,-4.742321425130816,along the flow direction of the tensile bar,,resistance measurement,,molded into ASTM D638 standard tensile bar,,
38137-2-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,,"linear,Thermoplastic",Composite,multi-walled carbon nanotube(MWCNT);wt%;0.3,Shape of Test Piece,Disk,d=10cm,"Kanapitsas, A.; Logakis, E.; Pandis, C.; Zuburtikudis, I.; Pissis, P.; Delides, C. G.; Vatalis, A. S. , Materials Research Society Symposium Proceedings , 1056E , 1-7 (2007)",,"[isotactic polypropylene]Mn=50000, Mw/Mn=3.8, MFI=35.00/10min(230C/2.16kg), purchased from Aldrich Polymer Products, [multi-walled carbon nanotube(MWCNT)]20wt% masterbatch of MWCNT in PP(MFI=30.00g/10min), obtained from Hyperion Catalysis(USA)",iPP and 20wt% MWCNT masterbatch melt blended via micro-compounder/extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e-12,-11.69897000433602,23 [C],"RT, taken from the Fig.1",dielectric relaxation spectroscopy(DRS),23.0,d=10cm,,
38137-3-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,,"linear,Thermoplastic",Composite,multi-walled carbon nanotube(MWCNT);wt%;0.5,Shape of Test Piece,Disk,d=10cm,"Kanapitsas, A.; Logakis, E.; Pandis, C.; Zuburtikudis, I.; Pissis, P.; Delides, C. G.; Vatalis, A. S. , Materials Research Society Symposium Proceedings , 1056E , 1-7 (2007)",,"[isotactic polypropylene]Mn=50000, Mw/Mn=3.8, MFI=35.00/10min(230C/2.16kg), purchased from Aldrich Polymer Products, [multi-walled carbon nanotube(MWCNT)]20wt% masterbatch of MWCNT in PP(MFI=30.00g/10min), obtained from Hyperion Catalysis(USA)",iPP and 20wt% MWCNT masterbatch melt blended via micro-compounder/extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e-11,-10.154901959985745,23 [C],"RT, taken from the Fig.1",dielectric relaxation spectroscopy(DRS),23.0,d=10cm,,
38137-4-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,,"linear,Thermoplastic",Composite,multi-walled carbon nanotube(MWCNT);wt%;0.75,Shape of Test Piece,Disk,d=10cm,"Kanapitsas, A.; Logakis, E.; Pandis, C.; Zuburtikudis, I.; Pissis, P.; Delides, C. G.; Vatalis, A. S. , Materials Research Society Symposium Proceedings , 1056E , 1-7 (2007)",,"[isotactic polypropylene]Mn=50000, Mw/Mn=3.8, MFI=35.00/10min(230C/2.16kg), purchased from Aldrich Polymer Products, [multi-walled carbon nanotube(MWCNT)]20wt% masterbatch of MWCNT in PP(MFI=30.00g/10min), obtained from Hyperion Catalysis(USA)",iPP and 20wt% MWCNT masterbatch melt blended via micro-compounder/extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e-10,-10.0,23 [C],"RT, taken from the Fig.1",dielectric relaxation spectroscopy(DRS),23.0,d=10cm,,
38137-5-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,,"linear,Thermoplastic",Composite,multi-walled carbon nanotube(MWCNT);wt%;1,Shape of Test Piece,Disk,d=10cm,"Kanapitsas, A.; Logakis, E.; Pandis, C.; Zuburtikudis, I.; Pissis, P.; Delides, C. G.; Vatalis, A. S. , Materials Research Society Symposium Proceedings , 1056E , 1-7 (2007)",,"[isotactic polypropylene]Mn=50000, Mw/Mn=3.8, MFI=35.00/10min(230C/2.16kg), purchased from Aldrich Polymer Products, [multi-walled carbon nanotube(MWCNT)]20wt% masterbatch of MWCNT in PP(MFI=30.00g/10min), obtained from Hyperion Catalysis(USA)",iPP and 20wt% MWCNT masterbatch melt blended via micro-compounder/extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e-10,-9.522878745280336,23 [C],"RT, taken from the Fig.1",dielectric relaxation spectroscopy(DRS),23.0,d=10cm,,
38137-6-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,,"linear,Thermoplastic",Composite,multi-walled carbon nanotube(MWCNT);wt%;1.5,Shape of Test Piece,Disk,d=10cm,"Kanapitsas, A.; Logakis, E.; Pandis, C.; Zuburtikudis, I.; Pissis, P.; Delides, C. G.; Vatalis, A. S. , Materials Research Society Symposium Proceedings , 1056E , 1-7 (2007)",,"[isotactic polypropylene]Mn=50000, Mw/Mn=3.8, MFI=35.00/10min(230C/2.16kg), purchased from Aldrich Polymer Products, [multi-walled carbon nanotube(MWCNT)]20wt% masterbatch of MWCNT in PP(MFI=30.00g/10min), obtained from Hyperion Catalysis(USA)",iPP and 20wt% MWCNT masterbatch melt blended via micro-compounder/extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3e-08,-7.886056647693163,23 [C],"RT, taken from the Fig.1",dielectric relaxation spectroscopy(DRS),23.0,d=10cm,,
38137-7-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,,"linear,Thermoplastic",Composite,multi-walled carbon nanotube(MWCNT);wt%;2,Shape of Test Piece,Disk,d=10cm,"Kanapitsas, A.; Logakis, E.; Pandis, C.; Zuburtikudis, I.; Pissis, P.; Delides, C. G.; Vatalis, A. S. , Materials Research Society Symposium Proceedings , 1056E , 1-7 (2007)",,"[isotactic polypropylene]Mn=50000, Mw/Mn=3.8, MFI=35.00/10min(230C/2.16kg), purchased from Aldrich Polymer Products, [multi-walled carbon nanotube(MWCNT)]20wt% masterbatch of MWCNT in PP(MFI=30.00g/10min), obtained from Hyperion Catalysis(USA)",iPP and 20wt% MWCNT masterbatch melt blended via micro-compounder/extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6e-08,-7.221848749616356,23 [C],"RT, taken from the Fig.1",dielectric relaxation spectroscopy(DRS),23.0,d=10cm,,
38137-8-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,,"linear,Thermoplastic",Composite,multi-walled carbon nanotube(MWCNT);wt%;3,Shape of Test Piece,Disk,d=10cm,"Kanapitsas, A.; Logakis, E.; Pandis, C.; Zuburtikudis, I.; Pissis, P.; Delides, C. G.; Vatalis, A. S. , Materials Research Society Symposium Proceedings , 1056E , 1-7 (2007)",,"[isotactic polypropylene]Mn=50000, Mw/Mn=3.8, MFI=35.00/10min(230C/2.16kg), purchased from Aldrich Polymer Products, [multi-walled carbon nanotube(MWCNT)]20wt% masterbatch of MWCNT in PP(MFI=30.00g/10min), obtained from Hyperion Catalysis(USA)",iPP and 20wt% MWCNT masterbatch melt blended via micro-compounder/extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e-06,-5.3979400086720375,23 [C],"RT, taken from the Fig.1",dielectric relaxation spectroscopy(DRS),23.0,d=10cm,,
38137-9-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,,"linear,Thermoplastic",Composite,multi-walled carbon nanotube(MWCNT);wt%;4,Shape of Test Piece,Disk,d=10cm,"Kanapitsas, A.; Logakis, E.; Pandis, C.; Zuburtikudis, I.; Pissis, P.; Delides, C. G.; Vatalis, A. S. , Materials Research Society Symposium Proceedings , 1056E , 1-7 (2007)",,"[isotactic polypropylene]Mn=50000, Mw/Mn=3.8, MFI=35.00/10min(230C/2.16kg), purchased from Aldrich Polymer Products, [multi-walled carbon nanotube(MWCNT)]20wt% masterbatch of MWCNT in PP(MFI=30.00g/10min), obtained from Hyperion Catalysis(USA)",iPP and 20wt% MWCNT masterbatch melt blended via micro-compounder/extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e-05,-4.522878745280337,23 [C],"RT, taken from the Fig.1",dielectric relaxation spectroscopy(DRS),23.0,d=10cm,,
38137-10-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,,"linear,Thermoplastic",Composite,multi-walled carbon nanotube(MWCNT);wt%;5,Shape of Test Piece,Disk,d=10cm,"Kanapitsas, A.; Logakis, E.; Pandis, C.; Zuburtikudis, I.; Pissis, P.; Delides, C. G.; Vatalis, A. S. , Materials Research Society Symposium Proceedings , 1056E , 1-7 (2007)",,"[isotactic polypropylene]Mn=50000, Mw/Mn=3.8, MFI=35.00/10min(230C/2.16kg), purchased from Aldrich Polymer Products, [multi-walled carbon nanotube(MWCNT)]20wt% masterbatch of MWCNT in PP(MFI=30.00g/10min), obtained from Hyperion Catalysis(USA)",iPP and 20wt% MWCNT masterbatch melt blended via micro-compounder/extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9e-05,-4.045757490560675,23 [C],"RT, taken from the Fig.1",dielectric relaxation spectroscopy(DRS),23.0,d=10cm,,
38256-2-1-1,P460064,polyaniline,Homopolymer,Polyimines,C6H5N,91.11,,"linear,Electroconductive",Composite,TiO2;wt%;1;av.particle size 25nm,,Film,t=60-80micron,"Mo, Te-Cheng; Wang, Hong-Wen; Chen, San-Yan; Yeh, Yun-Chieh , Ceramics International , 34 , 7 , 1767-1771 (2008)",,"(TiO2)Hombikat colloid, Sachtleben Chemie",,,,,,,,,aniline,polycondensation,solution polymn.,,,chemical oxidative,,"ammonium persulfate, TiO2",Aniline polymd. in HCl soln. in the presence of TiO2 at 5C for 3h,"Ppt. neutralized in 10.0M NH4OH with stirring at RT for 4h,then filtered, vacuum-dried for 48h",,,1.0M HCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e-09,-9.0,"35 [C] , 1KHz",Taken from the Fig.8,LCR measurement,35.0,t=60-80micron,7e-05,-4.154901959985743
38256-3-1-1,P460064,polyaniline,Homopolymer,Polyimines,C6H5N,91.11,,"linear,Electroconductive",Composite,TiO2;wt%;3;av.particle size 25nm,,Film,t=60-80micron,"Mo, Te-Cheng; Wang, Hong-Wen; Chen, San-Yan; Yeh, Yun-Chieh , Ceramics International , 34 , 7 , 1767-1771 (2008)",,"(TiO2)Hombikat colloid, Sachtleben Chemie",,,,,,,,,aniline,polycondensation,solution polymn.,,,chemical oxidative,,"ammonium persulfate, TiO2",Aniline polymd. in HCl soln. in the presence of TiO2 at 5C for 3h,"Ppt. neutralized in 10.0M NH4OH with stirring at RT for 4h,then filtered, vacuum-dried for 48h",,,1.0M HCl,,,,,TiO2 particles agglomerated(TEM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e-09,-9.0,"35 [C] , 1KHz",Taken from the Fig.8,LCR measurement,35.0,t=60-80micron,7e-05,-4.154901959985743
38256-4-1-1,P460064,polyaniline,Homopolymer,Polyimines,C6H5N,91.11,,"linear,Electroconductive",Composite,TiO2;wt%;5;av.particle size 25nm,,Film,t=60-80micron,"Mo, Te-Cheng; Wang, Hong-Wen; Chen, San-Yan; Yeh, Yun-Chieh , Ceramics International , 34 , 7 , 1767-1771 (2008)",,"(TiO2)Hombikat colloid, Sachtleben Chemie",,,,,,,,,aniline,polycondensation,solution polymn.,,,chemical oxidative,,"ammonium persulfate, TiO2",Aniline polymd. in HCl soln. in the presence of TiO2 at 5C for 3h,"Ppt. neutralized in 10.0M NH4OH with stirring at RT for 4h,then filtered, vacuum-dried for 48h",,,1.0M HCl,,,,,some flat large lumps within the PANI matrix(SEM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e-09,-8.397940008672037,"35 [C] , 1KHz",Taken from the Fig.8,LCR measurement,35.0,t=60-80micron,7e-05,-4.154901959985743
38256-5-1-1,P460064,polyaniline,Homopolymer,Polyimines,C6H5N,91.11,,"linear,Electroconductive",Composite,TiO2;wt%;1;av.particle size 50nm,,Film,t=60-80micron,"Mo, Te-Cheng; Wang, Hong-Wen; Chen, San-Yan; Yeh, Yun-Chieh , Ceramics International , 34 , 7 , 1767-1771 (2008)",,"(TiO2)P25, Showa Tokyo Japan",,,,,,,,,aniline,polycondensation,solution polymn.,,,chemical oxidative,,"ammonium persulfate, TiO2",Aniline polymd. in HCl soln. in the presence of TiO2 at 5C for 3h,"Ppt. neutralized in 10.0M NH4OH with stirring at RT for 4h,then filtered, vacuum-dried for 48h",,,1.0M HCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e-09,-8.698970004336019,"35 [C] , 1KHz",Taken from the Fig.8,LCR measurement,35.0,t=60-80micron,7e-05,-4.154901959985743
38256-6-1-1,P460064,polyaniline,Homopolymer,Polyimines,C6H5N,91.11,,"linear,Electroconductive",Composite,TiO2;wt%;3;av.particle size 50nm,,Film,t=60-80micron,"Mo, Te-Cheng; Wang, Hong-Wen; Chen, San-Yan; Yeh, Yun-Chieh , Ceramics International , 34 , 7 , 1767-1771 (2008)",,"(TiO2)P25, Showa Tokyo Japan",,,,,,,,,aniline,polycondensation,solution polymn.,,,chemical oxidative,,"ammonium persulfate, TiO2",Aniline polymd. in HCl soln. in the presence of TiO2 at 5C for 3h,"Ppt. neutralized in 10.0M NH4OH with stirring at RT for 4h,then filtered, vacuum-dried for 48h",,,1.0M HCl,,,,,TiO2 particles discretely distributed(TEM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4e-09,-8.468521082957745,"35 [C] , 1KHz",Taken from the Fig.8,LCR measurement,35.0,t=60-80micron,7e-05,-4.154901959985743
38256-7-1-1,P460064,polyaniline,Homopolymer,Polyimines,C6H5N,91.11,,"linear,Electroconductive",Composite,TiO2;wt%;5;av.particle size 50nm,,Film,t=60-80micron,"Mo, Te-Cheng; Wang, Hong-Wen; Chen, San-Yan; Yeh, Yun-Chieh , Ceramics International , 34 , 7 , 1767-1771 (2008)",,"(TiO2)P25, Showa Tokyo Japan",,,,,,,,,aniline,polycondensation,solution polymn.,,,chemical oxidative,,"ammonium persulfate, TiO2",Aniline polymd. in HCl soln. in the presence of TiO2 at 5C for 3h,"Ppt. neutralized in 10.0M NH4OH with stirring at RT for 4h,then filtered, vacuum-dried for 48h",,,1.0M HCl,,,,,"Distribution and packing of P25in the PANI matrix is uniform, large lumps not obseved(SEM)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4e-09,-8.193820026016112,"35 [C] , 1KHz",Taken from the Fig.8,LCR measurement,35.0,t=60-80micron,7e-05,-4.154901959985743
38299-1-1-1,P150011,poly(bisphenol A carbonate),Homopolymer,Polycarbonates/thiocarbonates,C16H14O3,254.28,,"linear,Thermoplastic,Electroconductive",Composite,multiwalled carbon nanotube(MWNT);wt%;0.875,compression molded at 265C and 50kN for ca.1min,ring-shaped sheet,t=600micron,"Alig, Ingo; Skipa, Tetyana; Lellinger, Dirk; Poetschke, Petra , Polymer , 49 , 16 , 3524-3532 (2008)",,"[multiwalled carbon nanotube(MWNT)]produced by chemical vapor deposition and consisting of 8-15graphite layers, with d=10-15nm and l=1-10micron, masterbatch containing 15wt% MWNT obtained from Hyperion Catalysis International(Cambridge, MA)",PC and MWNT masterbatch  mixed using microcompounder and extruded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e-07,-6.522878745280337,"230 [C] , 1kHz","DC conductivity(1kHz taken to be representative for), taken from the Fig.3(a)",simultaneous dielectric and dynamic-mechanical measurements,230.0,t=600micron,0.0006,-3.2218487496163566
38299-1-1-2,P150011,poly(bisphenol A carbonate),Homopolymer,Polycarbonates/thiocarbonates,C16H14O3,254.28,,"linear,Thermoplastic,Electroconductive",Composite,multiwalled carbon nanotube(MWNT);wt%;0.875,compression molded at 265C and 50kN for ca.1min,Sheet,t=600micron,"Alig, Ingo; Skipa, Tetyana; Lellinger, Dirk; Poetschke, Petra , Polymer , 49 , 16 , 3524-3532 (2008)",,"[multiwalled carbon nanotube(MWNT)]produced by chemical vapor deposition and consisting of 8-15graphite layers, with d=10-15nm and l=1-10micron, masterbatch containing 15wt% MWNT obtained from Hyperion Catalysis International(Cambridge, MA)",PC and MWNT masterbatch  mixed using microcompounder and extruded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,annealed at 230C for 7200s(2h),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002,-3.6989700043360174,"230 [C] , 1kHz","DC conductivity(1kHz taken to be representative for), taken from the Fig.3(a)",simultaneous dielectric and dynamic-mechanical measurements,230.0,t=600micron,0.0006,-3.2218487496163566
